Filename,Extension,Size_MB,OS_Creation_Date,Duration_s,Width,Height,Metadata_Creation_Date,Location_Raw,Category_AI
GH012048.MP4,.mp4,1191.27,2026-01-31 19:02:58,331.2,1920.0,1440.0,2025-12-22T12:15:22.000000Z,,Consultas / Examen
GH012049.MP4,.mp4,2728.62,2026-01-31 19:04:15,758.592,1920.0,1440.0,2025-12-22T13:15:41.000000Z,,Consultas / Examen
GH012055.MP4,.mp4,1135.86,2026-01-31 19:07:12,315.733333,1920.0,1440.0,2025-12-22T11:11:00.000000Z,,Otro
GH012056.MP4,.mp4,905.67,2026-01-31 19:08:26,251.734733,1920.0,1440.0,2025-12-22T11:19:05.000000Z,,Personal / Selfie
IBTV0910.MOV,.mov,36.61,2025-11-26 23:02:47,14.566667,1012.0,1920.0,2025-07-05T21:16:40.000000Z,,Personal / Selfie
IJIC2554.MP4,.mp4,9.78,2025-11-26 23:12:44,10.665,1080.0,1920.0,2025-11-24T15:39:08.000000Z,,Especies - Perro
IMG_2142.MOV,.mov,9.24,2025-11-18 14:03:02,5.8517,1920.0,1080.0,2024-10-08T17:47:18.000000Z,,Cirugías
IMG_2204.MOV,.mov,18.86,2025-11-18 14:03:04,7.536667,1920.0,1080.0,2024-10-11T16:06:37.000000Z,,Consultas / Examen
IMG_2211.MOV,.mov,8.39,2025-11-20 00:42:14,2.953333,1920.0,1080.0,2024-11-26T18:57:15.000000Z,,Consultas / Examen
IMG_2226.MOV,.mov,25.57,2025-11-18 14:03:05,11.473333,1920.0,1080.0,2024-10-11T20:38:30.000000Z,,Consultas / Examen
IMG_2266.MOV,.mov,4.38,2025-11-20 00:42:15,2.53,1920.0,1080.0,2024-11-26T18:56:05.000000Z,,Cirugías
IMG_2581.MOV,.mov,8.91,2025-11-20 00:42:47,4.051667,1920.0,1080.0,2024-11-01T18:58:23.000000Z,,Especies - Perro
IMG_2594.MOV,.mov,20.93,2025-11-20 00:42:51,9.865,1920.0,1080.0,2024-11-03T01:59:06.000000Z,,Personal / Selfie
IMG_2626.MOV,.mov,10.1,2025-11-20 00:43:16,6.235011,1920.0,1080.0,2024-11-05T17:29:28.000000Z,,Personal / Selfie
IMG_2627.MOV,.mov,15.16,2025-11-20 00:43:17,8.103333,1920.0,1080.0,2024-11-05T17:38:04.000000Z,,Especies - Perro
IMG_2654.MOV,.mov,10.93,2025-11-26 23:28:58,6.903333,1920.0,1080.0,2024-11-06T15:58:48.000000Z,,Consultas / Examen
IMG_2671.MOV,.mov,13.17,2025-11-20 00:43:28,7.553333,1920.0,1080.0,2024-11-07T15:03:41.000000Z,,Especies - Perro
IMG_2673.MOV,.mov,8.47,2025-11-20 00:43:29,5.251667,1920.0,1080.0,2024-11-07T15:04:33.000000Z,,Especies - Perro
IMG_2692.MOV,.mov,19.19,2025-11-20 00:43:32,8.805,1920.0,1080.0,2024-11-08T00:22:20.000000Z,,Promocional
IMG_2738.MOV,.mov,28.51,2025-11-20 00:43:38,10.2217,1920.0,1080.0,2024-11-09T16:43:51.000000Z,,Instalaciones
IMG_2739.MOV,.mov,19.37,2025-11-20 00:43:39,7.02,1920.0,1080.0,2024-11-09T16:44:04.000000Z,,Instalaciones
IMG_2742.MOV,.mov,11.83,2025-11-20 00:51:27,2.315011,3840.0,2160.0,2025-01-28T21:08:55.000000Z,,Cirugías
IMG_2829.MOV,.mov,133.04,2025-11-20 00:44:47,119.105011,1920.0,1080.0,2024-11-15T17:21:54.000000Z,,Personal / Selfie
IMG_2830.MOV,.mov,7.88,2025-11-20 00:44:52,2.8167,1920.0,1080.0,2024-11-15T18:20:58.000000Z,,Consultas / Examen
IMG_2831.MOV,.mov,11.24,2025-11-20 00:44:53,5.318333,1920.0,1080.0,2024-11-15T18:21:11.000000Z,,Personal / Selfie
IMG_2836.MOV,.mov,15.04,2025-11-20 00:44:55,6.553333,1920.0,1080.0,2024-11-15T18:22:10.000000Z,,Especies - Perro
IMG_2837.MOV,.mov,36.31,2025-11-20 00:44:56,17.06,1920.0,1080.0,2024-11-15T18:22:29.000000Z,,Especies - Perro
IMG_2857.MOV,.mov,6.49,2025-11-27 01:01:05,3.783333,1920.0,1080.0,2024-11-18T19:35:50.000000Z,,Especies - Perro
IMG_2858.MOV,.mov,8.2,2025-11-27 01:01:05,4.985011,1920.0,1080.0,2024-11-18T19:36:10.000000Z,,Consultas / Examen
IMG_2861.MOV,.mov,67.98,2025-11-27 01:01:06,40.468333,1920.0,1080.0,2024-11-18T20:27:33.000000Z,,Personal / Selfie
IMG_2898.MOV,.mov,81.88,2025-11-20 00:46:22,51.643333,1920.0,1080.0,2024-11-23T21:24:40.000000Z,,Cirugías
IMG_3034.MOV,.mov,24.76,2025-11-20 00:46:39,7.92,1920.0,1080.0,2024-11-29T01:45:02.000000Z,,Otro
IMG_3039.MOV,.mov,9.48,2025-11-20 00:46:42,5.853333,1920.0,1080.0,2024-11-29T15:18:52.000000Z,,Especies - Gato
IMG_3046.MOV,.mov,15.92,2025-11-20 00:46:45,8.303333,1920.0,1080.0,2024-11-29T17:34:29.000000Z,,Especies - Perro
IMG_3061.MOV,.mov,96.29,2025-11-20 00:46:46,86.438333,1920.0,1080.0,2024-11-29T19:22:02.000000Z,,Personal / Selfie
IMG_3062.MOV,.mov,11.08,2025-11-20 00:46:49,6.235011,1920.0,1080.0,2024-11-29T20:01:58.000000Z,,Personal / Selfie
IMG_3063.MOV,.mov,8.67,2025-11-20 00:46:50,4.718345,1920.0,1080.0,2024-11-29T20:02:12.000000Z,,Especies - Perro
IMG_3064.MOV,.mov,11.91,2025-11-20 00:46:50,6.053333,1920.0,1080.0,2024-11-29T20:02:20.000000Z,,Especies - Perro
IMG_3065.MOV,.mov,6.99,2025-11-20 00:46:51,4.435011,1920.0,1080.0,2024-11-29T20:06:37.000000Z,,Consultas / Examen
IMG_3163.MOV,.mov,9.31,2025-11-20 00:48:14,5.868345,1920.0,1080.0,2024-12-04T21:29:27.000000Z,,Personal / Selfie
IMG_3164.MOV,.mov,16.71,2025-11-20 00:48:15,10.6217,1920.0,1080.0,2024-12-04T21:39:12.000000Z,,Consultas / Examen
IMG_3165.MOV,.mov,27.77,2025-11-20 00:48:16,17.591667,1920.0,1080.0,2024-12-04T21:39:33.000000Z,,Personal / Selfie
IMG_3166.MOV,.mov,51.24,2025-11-20 00:48:17,32.316667,1920.0,1080.0,2024-12-04T21:39:52.000000Z,,Personal / Selfie
IMG_3234.MOV,.mov,22.59,2025-11-20 00:48:57,12.2717,1920.0,1080.0,2024-12-08T18:31:00.000000Z,,Especies - Perro
IMG_3251.MOV,.mov,58.68,2025-11-20 00:49:01,39.32,1920.0,1080.0,2024-12-10T19:27:46.000000Z,,Personal / Selfie
IMG_3252.MOV,.mov,166.18,2025-11-20 00:49:03,103.7217,1920.0,1080.0,2024-12-10T19:29:24.000000Z,,Consultas / Examen
IMG_3709.MOV,.mov,85.72,2025-11-26 22:48:32,11.08,3840.0,2160.0,2025-04-28T22:18:04.000000Z,,Consultas / Examen
IMG_3730.MOV,.mov,23.12,2025-11-20 00:50:47,10.888345,1920.0,1080.0,2024-12-31T16:40:46.000000Z,,Consultas / Examen
IMG_3731.MOV,.mov,29.15,2025-11-20 00:50:48,11.905011,1920.0,1080.0,2024-12-31T16:41:00.000000Z,,Especies - Perro
IMG_3755.MOV,.mov,23.11,2025-11-20 00:51:39,7.47,1920.0,1080.0,2025-01-01T05:01:20.000000Z,,Otro
IMG_3929.MOV,.mov,12.79,2025-11-20 00:53:03,7.87,1920.0,1080.0,2025-01-08T16:18:31.000000Z,,Especies - Perro
IMG_3934.MOV,.mov,11.29,2025-11-20 00:53:04,6.903333,1920.0,1080.0,2025-01-08T16:27:54.000000Z,,Especies - Perro
IMG_3996.MOV,.mov,30.96,2025-11-20 00:53:08,19.558345,1920.0,1080.0,2025-01-10T01:12:47.000000Z,,Consultas / Examen
IMG_4185.HEIC,.heic,1.61,2025-11-26 23:08:34,,,,2025:09:01 16:10:14,"[3, 28, 999/100], [76, 31, 4717/100]",Personal / Selfie
IMG_4185.MOV,.mov,2.69,2025-11-26 23:08:35,1.706667,1920.0,1440.0,2025-09-01T21:10:14.000000Z,,Personal / Selfie
IMG_4187.HEIC,.heic,1.47,2025-11-26 23:08:35,,,,2025:09:01 16:10:21,"[3, 28, 997/100], [76, 31, 1178/25]",Personal / Selfie
IMG_4188.HEIC,.heic,1.5,2025-11-26 23:08:36,,,,2025:09:01 16:10:23,"[3, 28, 997/100], [76, 31, 1178/25]",Personal / Selfie
IMG_4188.MOV,.mov,4.49,2025-11-26 23:08:37,2.798333,1920.0,1440.0,2025-09-01T21:10:23.000000Z,,Personal / Selfie
IMG_4189.HEIC,.heic,1.57,2025-11-26 23:08:39,,,,2025:09:01 16:10:25,"[3, 28, 989/100], [76, 31, 4701/100]",Personal / Selfie
IMG_4189.MOV,.mov,3.92,2025-11-26 23:08:40,2.33,1920.0,1440.0,2025-09-01T21:10:25.000000Z,,Personal / Selfie
IMG_4332.MOV,.mov,10.7,2025-11-20 00:55:11,6.97,1920.0,1080.0,2025-01-25T19:20:22.000000Z,,Consultas / Examen
IMG_4336.MOV,.mov,17.2,2025-11-20 00:55:11,8.303333,1920.0,1080.0,2025-01-25T23:52:55.000000Z,,Consultas / Examen
IMG_4337.MOV,.mov,8.11,2025-11-20 00:55:12,5.0517,1920.0,1080.0,2025-01-25T23:59:09.000000Z,,Consultas / Examen
IMG_4338.MOV,.mov,8.29,2025-11-20 00:55:13,4.4517,1920.0,1080.0,2025-01-25T23:59:15.000000Z,,Cirugías
IMG_4339.MOV,.mov,10.79,2025-11-20 00:55:13,5.468345,1920.0,1080.0,2025-01-25T23:59:22.000000Z,,Consultas / Examen
IMG_4392.MOV,.mov,1.35,2025-11-20 00:55:23,0.5317,1920.0,1080.0,2025-01-28T16:19:56.000000Z,,Desconocido
IMG_4402.MOV,.mov,6.54,2025-11-20 00:55:28,3.851667,1920.0,1080.0,2025-01-28T21:34:16.000000Z,,Consultas / Examen
IMG_4403.MOV,.mov,6.07,2025-11-20 00:55:29,3.6667,1920.0,1080.0,2025-01-28T21:37:54.000000Z,,Cirugías
IMG_4405.MOV,.mov,5.36,2025-11-20 00:55:30,3.065011,1920.0,1080.0,2025-01-28T21:39:27.000000Z,,Otro
IMG_4407.MOV,.mov,4.29,2025-11-20 00:55:30,2.601667,1920.0,1080.0,2025-01-28T21:43:28.000000Z,,Consultas / Examen
IMG_4409.MOV,.mov,2.76,2025-11-20 00:55:30,1.7,1920.0,1080.0,2025-01-28T21:49:10.000000Z,,Cirugías
IMG_4410.MOV,.mov,2.55,2025-11-20 00:55:31,1.583333,1920.0,1080.0,2025-01-28T21:49:14.000000Z,,Cirugías
IMG_4411.MOV,.mov,2.03,2025-11-20 00:55:31,1.133333,1920.0,1080.0,2025-01-28T21:49:28.000000Z,,Cirugías
IMG_4412.MOV,.mov,2.06,2025-11-20 00:55:32,1.2,1920.0,1080.0,2025-01-28T21:51:04.000000Z,,Cirugías
IMG_4413.MOV,.mov,2.74,2025-11-20 00:55:32,1.6667,1920.0,1080.0,2025-01-28T21:59:35.000000Z,,Cirugías
IMG_4414.MOV,.mov,3.54,2025-11-20 00:55:32,2.1,1920.0,1080.0,2025-01-28T22:04:01.000000Z,,Cirugías
IMG_4415.MOV,.mov,2.22,2025-11-20 00:55:33,1.2667,1920.0,1080.0,2025-01-28T22:04:49.000000Z,,Cirugías
IMG_4416.MOV,.mov,4.72,2025-11-20 00:55:33,2.833333,1920.0,1080.0,2025-01-28T22:16:49.000000Z,,Cirugías
IMG_4417.MOV,.mov,2.5,2025-11-20 00:55:34,1.433333,1920.0,1080.0,2025-01-28T22:18:16.000000Z,,Cirugías
IMG_4418.MOV,.mov,8.67,2025-11-20 00:55:34,5.235,1920.0,1080.0,2025-01-28T22:18:21.000000Z,,Cirugías
IMG_4437.MOV,.mov,7.48,2025-11-20 00:55:42,4.701667,1920.0,1080.0,2025-01-29T16:54:34.000000Z,,Consultas / Examen
IMG_4439.MOV,.mov,9.28,2025-11-20 00:55:43,3.708345,1920.0,1080.0,2025-01-29T17:15:45.000000Z,,Personal / Selfie
IMG_4497.MOV,.mov,34.79,2025-11-20 00:55:48,5.383333,3840.0,2160.0,2025-01-31T21:46:54.000000Z,,Cirugías
IMG_4498.MOV,.mov,75.02,2025-11-20 00:55:50,8.433333,3840.0,2160.0,2025-01-31T21:47:09.000000Z,,Consultas / Examen
IMG_4500.MOV,.mov,78.35,2025-11-20 00:55:52,12.2317,3840.0,2160.0,2025-01-31T22:15:18.000000Z,,Consultas / Examen
IMG_4505.MOV,.mov,7.75,2025-11-26 23:55:35,4.0817,1920.0,1080.0,2025-02-01T18:15:52.000000Z,,Personal / Selfie
IMG_4506.MOV,.mov,8.84,2025-11-26 23:55:35,5.1,1920.0,1080.0,2025-02-01T18:17:33.000000Z,,Personal / Selfie
IMG_4507.MOV,.mov,3.99,2025-11-26 23:55:35,2.465011,1920.0,1080.0,2025-02-01T18:24:26.000000Z,,Especies - Gato
IMG_4509.MOV,.mov,15.06,2025-11-26 23:55:36,5.835011,1920.0,1080.0,2025-02-01T19:51:04.000000Z,,Consultas / Examen
IMG_4520.MOV,.mov,3.18,2025-11-26 23:55:42,1.983333,1920.0,1080.0,2025-02-02T18:26:00.000000Z,,Cirugías
IMG_4526.MOV,.mov,7.56,2025-11-26 23:55:42,3.635011,1920.0,1080.0,2025-02-02T22:04:35.000000Z,,Cirugías
IMG_4539.MOV,.mov,86.04,2025-11-26 23:55:43,53.478333,1920.0,1080.0,2025-02-03T17:41:48.000000Z,,Consultas / Examen
IMG_4560.MOV,.mov,17.71,2025-11-26 23:55:48,6.3017,1920.0,1080.0,2025-02-07T21:37:30.000000Z,,Consultas / Examen
IMG_4561.MOV,.mov,4.0,2025-11-26 23:55:49,2.433333,1920.0,1080.0,2025-02-08T01:41:56.000000Z,,Cirugías
IMG_4564.MOV,.mov,16.54,2025-11-26 23:55:49,5.3517,1920.0,1080.0,2025-02-08T19:49:10.000000Z,,Personal / Selfie
IMG_4565.MOV,.mov,17.75,2025-11-26 23:55:50,5.453333,1920.0,1080.0,2025-02-08T19:49:21.000000Z,,Especies - Perro
IMG_4570.MOV,.mov,93.67,2025-11-26 23:55:51,58.396667,1920.0,1080.0,2025-02-10T17:05:47.000000Z,,Consultas / Examen
IMG_4583.MOV,.mov,19.3,2025-11-26 23:55:54,12.155,1920.0,1080.0,2025-02-12T18:12:48.000000Z,,Consultas / Examen
IMG_4584.MOV,.mov,0.26,2025-11-26 23:55:55,0.233333,1920.0,1080.0,2025-02-12T18:13:04.000000Z,,Desconocido
IMG_4585.MOV,.mov,9.58,2025-11-26 23:55:55,6.085011,1920.0,1080.0,2025-02-12T18:13:06.000000Z,,Consultas / Examen
IMG_4586.MOV,.mov,75.52,2025-11-26 23:55:55,47.725,1920.0,1080.0,2025-02-12T18:13:14.000000Z,,Consultas / Examen
IMG_4588.MOV,.mov,10.05,2025-11-26 23:55:57,6.2517,1920.0,1080.0,2025-02-12T19:23:02.000000Z,,Especies - Perro
IMG_4605.MOV,.mov,9.03,2025-11-26 23:56:06,5.603333,1920.0,1080.0,2025-02-14T17:08:32.000000Z,,Especies - Perro
IMG_4606.MOV,.mov,1.11,2025-11-26 23:56:06,0.683333,1920.0,1080.0,2025-02-14T17:13:41.000000Z,,Desconocido
IMG_4607.MOV,.mov,12.6,2025-11-26 23:56:06,7.87,1920.0,1080.0,2025-02-14T17:13:48.000000Z,,Consultas / Examen
IMG_4611.MOV,.mov,2.28,2025-11-26 23:56:07,1.3,1920.0,1080.0,2025-02-14T18:24:55.000000Z,,Especies - Perro
IMG_4614.MOV,.mov,9.13,2025-11-26 23:56:08,4.298345,1920.0,1080.0,2025-02-14T18:25:44.000000Z,,Personal / Selfie
IMG_4615.MOV,.mov,15.22,2025-11-26 23:56:09,8.933333,1920.0,1080.0,2025-02-14T18:25:52.000000Z,,Personal / Selfie
IMG_4616.MOV,.mov,9.16,2025-11-26 23:56:09,4.75,1920.0,1080.0,2025-02-14T18:26:03.000000Z,,Personal / Selfie
IMG_4619.MOV,.mov,36.31,2025-11-26 23:56:11,12.6,1920.0,1080.0,2025-02-14T18:26:48.000000Z,,Personal / Selfie
IMG_4670.MOV,.mov,107.87,2025-11-26 23:56:39,11.565011,3840.0,2160.0,2025-02-18T18:46:40.000000Z,,Consultas / Examen
IMG_4671.MOV,.mov,64.45,2025-11-26 23:56:44,6.4817,3840.0,2160.0,2025-02-18T18:46:55.000000Z,,Consultas / Examen
IMG_4672.MOV,.mov,70.12,2025-11-26 23:56:46,7.483333,3840.0,2160.0,2025-02-18T18:47:11.000000Z,,Consultas / Examen
IMG_4673.MOV,.mov,124.72,2025-11-26 23:56:49,11.398333,3840.0,2160.0,2025-02-18T18:47:26.000000Z,,Consultas / Examen
IMG_4685.MOV,.mov,156.76,2025-11-26 23:56:54,19.766667,3840.0,2160.0,2025-02-20T14:34:53.000000Z,,Consultas / Examen
IMG_4726.MOV,.mov,5.96,2025-11-26 23:57:02,3.268333,1920.0,1080.0,2025-02-23T15:16:29.000000Z,,Especies - Perro
IMG_4817.MOV,.mov,8.17,2025-11-27 00:22:09,3.015011,1920.0,1080.0,2025-03-04T13:08:24.000000Z,,Personal / Selfie
IMG_4819.MOV,.mov,8.67,2025-11-27 00:22:09,5.383333,1920.0,1080.0,2025-03-04T13:41:44.000000Z,,Personal / Selfie
IMG_4820.MOV,.mov,22.27,2025-11-27 00:22:10,9.883333,1920.0,1080.0,2025-03-04T13:41:52.000000Z,,Personal / Selfie
IMG_4824.MOV,.mov,18.24,2025-11-27 00:22:11,6.786667,1920.0,1080.0,2025-03-04T14:28:56.000000Z,,Consultas / Examen
IMG_4825.MOV,.mov,24.43,2025-11-27 00:22:11,14.241667,1920.0,1080.0,2025-03-04T14:29:16.000000Z,,Consultas / Examen
IMG_4827.MOV,.mov,32.15,2025-11-27 00:22:12,13.491667,1920.0,1080.0,2025-03-04T14:29:50.000000Z,,Consultas / Examen
IMG_4828.MOV,.mov,18.34,2025-11-27 00:22:13,6.82,1920.0,1080.0,2025-03-04T14:43:04.000000Z,,Consultas / Examen
IMG_4830.MOV,.mov,28.7,2025-11-27 00:22:14,18.158345,1920.0,1080.0,2025-03-04T15:04:03.000000Z,,Cirugías
IMG_4844.MOV,.mov,44.45,2025-11-27 00:22:15,6.7817,3840.0,2160.0,2025-03-05T12:52:08.000000Z,,Especies - Perro
IMG_4904.MOV,.mov,99.74,2025-11-27 00:22:27,35.85,1920.0,1080.0,2025-03-08T15:33:47.000000Z,,Consultas / Examen
IMG_4979.MOV,.mov,41.32,2025-11-27 00:22:40,25.98,1920.0,1080.0,2025-03-13T12:23:59.000000Z,,Especies - Perro
IMG_5112.MOV,.mov,10.94,2025-11-27 00:22:58,6.953333,1920.0,1080.0,2025-03-27T16:50:36.000000Z,,Cirugías
IMG_5113.MOV,.mov,3.0,2025-11-27 00:22:58,1.9,1920.0,1080.0,2025-03-27T16:50:45.000000Z,,Cirugías
IMG_5114.MOV,.mov,53.19,2025-11-27 00:22:58,8.283333,3840.0,2160.0,2025-03-27T16:51:22.000000Z,,Cirugías
IMG_5116.MOV,.mov,41.42,2025-11-27 00:23:00,6.615011,3840.0,2160.0,2025-03-27T16:52:09.000000Z,,Cirugías
IMG_5117.MOV,.mov,94.49,2025-11-27 00:23:01,10.615,3840.0,2160.0,2025-03-27T16:52:25.000000Z,,Cirugías
IMG_5118.MOV,.mov,58.96,2025-11-27 00:23:04,9.065011,3840.0,2160.0,2025-03-27T16:52:40.000000Z,,Cirugías
IMG_5225.MOV,.mov,71.04,2025-11-27 00:08:25,5.516667,3840.0,2160.0,2025-04-02T16:00:23.000000Z,,Personal / Selfie
IMG_5229.MOV,.mov,128.49,2025-11-27 00:08:27,12.863333,3840.0,2160.0,2025-04-02T16:46:38.000000Z,,Promocional
IMG_5302.MOV,.mov,96.89,2025-11-27 00:08:39,8.198333,3840.0,2160.0,2025-04-04T00:36:05.000000Z,,Especies - Perro
IMG_5303.MOV,.mov,152.95,2025-11-27 00:08:42,19.298345,3840.0,2160.0,2025-04-04T00:36:16.000000Z,,Especies - Perro
IMG_5304.MOV,.mov,71.06,2025-11-27 00:08:47,7.0817,3840.0,2160.0,2025-04-04T00:36:37.000000Z,,Especies - Perro
IMG_5329.MOV,.mov,146.12,2025-11-27 00:08:49,56.348345,1920.0,1080.0,2025-04-04T17:58:07.000000Z,,Consultas / Examen
IMG_5339.MOV,.mov,152.05,2025-11-27 00:08:53,93.25,1920.0,1080.0,2025-04-04T18:10:34.000000Z,,Otro
IMG_5340.MOV,.mov,43.61,2025-11-27 00:08:58,27.613333,1920.0,1080.0,2025-04-04T18:12:50.000000Z,,Promocional
IMG_5508.MOV,.mov,23.98,2025-11-27 00:08:59,9.105,1920.0,1080.0,2025-04-10T02:29:03.000000Z,,Consultas / Examen
IMG_5728.MOV,.mov,20.1,2025-11-27 00:09:00,12.738345,1920.0,1080.0,2025-04-17T18:10:48.000000Z,,Consultas / Examen
IMG_5734.HEIC,.heic,1.99,2025-11-27 00:09:01,,,,2025:04:17 13:15:57,"[3, 25, 1433/25], [76, 29, 5731/100]",Personal / Selfie
IMG_5734.MOV,.mov,3.99,2025-11-27 00:09:01,2.846667,1920.0,1440.0,2025-04-17T18:15:57.000000Z,,Personal / Selfie
IMG_5736.HEIC,.heic,2.1,2025-11-27 00:09:01,,,,2025:04:17 13:16:00,"[3, 25, 573/10], [76, 29, 1432/25]",Personal / Selfie
IMG_5736.MOV,.mov,4.23,2025-11-27 00:09:01,2.663333,1920.0,1440.0,2025-04-17T18:16:02.000000Z,,Personal / Selfie
IMG_5739.HEIC,.heic,2.29,2025-11-27 00:09:01,,,,2025:04:17 13:16:30,"[3, 25, 1428/25], [76, 29, 229/4]",Personal / Selfie
IMG_5739.MOV,.mov,4.45,2025-11-27 00:09:01,2.888345,1920.0,1440.0,2025-04-17T18:16:33.000000Z,,Personal / Selfie
IMG_5741.HEIC,.heic,2.29,2025-11-27 00:09:02,,,,2025:04:17 13:16:32,"[3, 25, 5713/100], [76, 29, 1432/25]",Personal / Selfie
IMG_5741.MOV,.mov,3.21,2025-11-27 00:09:02,2.29,1920.0,1440.0,2025-04-17T18:16:33.000000Z,,Personal / Selfie
IMG_5743.MOV,.mov,30.38,2025-11-27 00:09:02,18.833333,1920.0,1080.0,2025-04-17T18:16:56.000000Z,,Personal / Selfie
IMG_5793.MOV,.mov,44.59,2025-11-27 00:09:10,28.065,1920.0,1080.0,2025-04-20T14:56:51.000000Z,,Consultas / Examen
IMG_5794.JPG,.jpg,1.03,2025-11-27 00:09:11,,,,2025:04:20 15:24:29,"[3, 26, 2403/50], [76, 29, 989/25]",Personal / Selfie
IMG_5795.MOV,.mov,28.53,2025-11-27 00:09:12,17.958345,1920.0,1080.0,2025-04-20T20:24:25.000000Z,,Personal / Selfie
IMG_5796.MOV,.mov,14.49,2025-11-27 00:09:12,9.22,1920.0,1080.0,2025-04-20T20:25:43.000000Z,,Consultas / Examen
IMG_5797.MOV,.mov,9.89,2025-11-27 00:09:13,6.268345,1920.0,1080.0,2025-04-20T20:25:54.000000Z,,Consultas / Examen
IMG_5798.MOV,.mov,90.46,2025-11-27 00:09:13,56.878345,1920.0,1080.0,2025-04-20T20:51:20.000000Z,,Consultas / Examen
IMG_5799.MOV,.mov,14.37,2025-11-27 00:09:16,26.365,1920.0,1080.0,2025-04-20T20:58:07.000000Z,,Instalaciones
IMG_5800.MOV,.mov,10.05,2025-11-27 00:09:17,6.286667,1920.0,1080.0,2025-04-20T20:58:39.000000Z,,Otro
IMG_5801.MOV,.mov,29.85,2025-11-27 00:09:17,18.926667,1920.0,1080.0,2025-04-20T20:59:00.000000Z,,Consultas / Examen
IMG_5802.MOV,.mov,14.15,2025-11-27 00:09:18,8.92,1920.0,1080.0,2025-04-20T20:59:22.000000Z,,Consultas / Examen
IMG_5803.MOV,.mov,6.51,2025-11-27 00:09:18,3.983333,1920.0,1080.0,2025-04-20T21:00:17.000000Z,,Consultas / Examen
IMG_5804.MOV,.mov,6.91,2025-11-27 00:09:19,4.401667,1920.0,1080.0,2025-04-20T21:23:54.000000Z,,Personal / Selfie
IMG_5815.MOV,.mov,150.1,2025-11-27 00:09:20,94.716667,1920.0,1080.0,2025-04-21T18:53:58.000000Z,,Cirugías
IMG_5817.MOV,.mov,27.18,2025-11-27 00:09:24,17.258333,1920.0,1080.0,2025-04-21T18:56:02.000000Z,,Cirugías
IMG_5818.MOV,.mov,15.05,2025-11-27 00:09:25,9.521667,1920.0,1080.0,2025-04-21T18:56:48.000000Z,,Cirugías
IMG_5819.MOV,.mov,5.63,2025-11-27 00:09:26,3.6,1920.0,1080.0,2025-04-21T18:57:27.000000Z,,Consultas / Examen
IMG_5829.HEIC,.heic,3.01,2025-11-27 00:09:27,,,,2025:04:21 14:24:43,"[3, 26, 2403/50], [76, 29, 3957/100]",Personal / Selfie
IMG_5829.MOV,.mov,4.36,2025-11-27 00:09:28,3.043333,1920.0,1440.0,2025-04-21T19:24:46.000000Z,,Personal / Selfie
IMG_5830.HEIC,.heic,3.17,2025-11-27 00:09:28,,,,2025:04:21 14:24:44,"[3, 26, 4821/100], [76, 29, 3943/100]",Personal / Selfie
